Date,Season,Country,Region,Aircraft,Operator,Schedule,Total on board,Survivors,Total fatalities,Crash cause
1987-10-18,Autumn,Russia,Asia,Let L-410,Aeroflot - Russian International Airlines,,0,Yes,0,Technical failure
1987-10-19,Autumn,United Kingdom,Europe,Beechcraft 200 Super King Air,Artix,Teesside – Leeds,1,No,1,Human factor
1987-10-19,Autumn,Russia,Asia,Antonov AN-12,MAP - Ministerstvo Aviatsionnoi Promyshlennosti - Minaviaprom,,9,No,9,Human factor
1987-10-20,Autumn,United Kingdom,Europe,Cessna 421B Golden Eagle II,Hastingwood Hotels,Stansted – Tatenhill,6,No,6,Technical failure
1987-10-20,Autumn,Tanzania,Africa,Cessna 402,Tanzanair - Tanzanian Air Services,,1,Yes,0,Technical failure
1987-10-21,Autumn,United States of America,North America,Cessna 340,James Munson Harmon,Denver – Buena Vista,1,No,1,Weather
1987-10-21,Autumn,Afghanistan,Asia,Antonov AN-12,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Kabul - Tashkent,19,Yes,18,Human factor
1987-10-21,Autumn,France,Europe,Max Holste M.H.1521M Broussard,French Air Force - Armée de l'Air,Solenzara - Solenzara,3,No,3,Unknown
1987-10-22,Autumn,Afghanistan,Asia,Antonov AN-26,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Kabul - Jalalabad,8,No,8,"Terrorism act, Hijacking, Sabotage"
1987-10-23,Autumn,United States of America,North America,Cessna 208A Caravan,Federal Express - FedEx,Oakland - Reno,1,No,1,Weather
1987-10-23,Autumn,United States of America,North America,Piper PA-60 Aerostar (Ted Smith 600),Air Continental,Milwaukee – Cleveland,1,No,1,Technical failure
1987-10-24,Autumn,Ukraine,Europe,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,Apollonovka - Apollonovka,2,No,2,Technical failure
1987-10-28,Autumn,United States of America,North America,Convair CV-640,SMB Stage Line,Chicago - Oklahoma City,2,Yes,0,Human factor
1987-10-31,Autumn,United States of America,North America,Britten-Norman Islander,Southern Cross Aviation,El Paso - Santa Paula,2,No,2,Human factor
1987-11-06,Autumn,Mozambique,Africa,Short SC.7 Skyvan Variant,Air Malawi,Blantyre - Lilongwe,10,No,10,"Terrorism act, Hijacking, Sabotage"
1987-11-09,Autumn,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Human factor
1987-11-10,Autumn,Canada,North America,De Havilland DHC-4 Caribou,Kenn Borek Air,Fort Nelson - Ross River,4,Yes,2,Technical failure
1987-11-15,Autumn,Mexico,Central America,Cessna 441 Conquest,United States Government,San Diego - Palm Springs,2,No,2,Human factor
1987-11-15,Autumn,United States of America,North America,Douglas DC-9,Continental Airlines,Denver - Boisé,82,No,28,Human factor
1987-11-15,Autumn,Philippines,Asia,Beechcraft 60 Duke,Private Philippine,,6,No,6,Human factor
1987-11-15,Autumn,Croatia,Europe,PZL-Mielec AN-2,JAT Agricultural Aviation,,0,,0,Unknown
1987-11-16,Autumn,United States of America,North America,Beechcraft 200 Super King Air,Danpar Aviation,Chicago - Baraboo,8,No,8,Unknown
1987-11-16,Autumn,Chad,Africa,Lockheed C-130 Hercules,Chadian Air Force - Force Aérienne Tchadienne,,0,Yes,0,Unknown
1987-11-18,Autumn,Papua New Guinea,Oceania,Douglas C-47 Skytrain (DC-3),Papua New Guinea Defence Force,,0,Yes,0,Technical failure
1987-11-18,Autumn,Argentina,South America,Cessna 207 Skywagon/Stationair,Argentinian Air Force - Fuerza Aérea Argentina,Campo de Majo - Campo de Majo,2,Yes,0,Unknown
1987-11-19,Autumn,United States of America,North America,Volpar Turboliner 18,Connie Kalitta Services,Newark - Detroit,1,Yes,0,Human factor
1987-11-19,Autumn,Finland,Europe,Cessna 500 Citation,Air Carelia,,6,Yes,0,Human factor
1987-11-20,Autumn,United States of America,North America,Piper PA-31-350 Navajo Chieftain,Panorama Air Tour,Kona - Honolulu,6,Yes,0,Human factor
1987-11-21,Autumn,Paraguay,South America,Douglas C-47 Skytrain (DC-3),TAM Paraguay - Transporte Aéreo Militar,,0,Yes,0,Unknown
1987-11-22,Autumn,France,Europe,Swearingen SA226 Metro II,Compagnie Aérienne du Languedoc,Lyon - Le Puy,2,Yes,0,Weather
1987-11-23,Autumn,United States of America,North America,Beechcraft 1900C,Ryan Air,Kodiak - Homer - Kenai - Anchorage,21,Yes,18,Human factor
1987-11-27,Autumn,New Zealand,Oceania,Cessna 208A Caravan,Outdoor Aviation,Christchurch - Wellington,2,No,2,Weather
1987-11-27,Autumn,Mexico,Central America,Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class),Marcel Georgi,,2,Yes,0,Unknown
1987-11-28,Autumn,World,World,Boeing 747-200,South African Airways -SAA - Suid Afrikaanse Lugdiens - SAL,Taipei – Port Louis – Johannesburg,159,No,159,Technical failure
1987-11-29,Autumn,United States of America,North America,Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class),Million Air Charter,Carslbad - Long Beach,2,Yes,1,Human factor
1987-11-29,Autumn,World,World,Boeing 707,Korean Air,Baghdad - Abu Dhabi - Bangkok - Seoul,115,No,115,"Terrorism act, Hijacking, Sabotage"
1987-11-30,Autumn,United States of America,North America,Beechcraft 90 King Air,Joseph R. Leon,Savannah - Philadelphia,2,No,2,Technical failure
1987-12-01,Winter,Israel,Asia,Lockheed C-130 Hercules,Israeli Air Force - Heyl Ha'avir,,0,Yes,0,Technical failure
1987-12-03,Winter,United States of America,North America,Piper PA-60 Aerostar (Ted Smith 600),Air Continental,Louisville – Cincinnati – Cleveland,1,Yes,0,Technical failure
1987-12-03,Winter,Rwanda,Africa,Cessna 404 Titan,Cooper Skybird Aircharters,Goma - Nairobi,14,No,14,Unknown
1987-12-04,Winter,Canada,North America,Britten-Norman Islander,Wilderness Airlines,Bella Coola – Campbell River,4,No,4,Unknown
1987-12-05,Winter,Bahamas,Central America,Cessna 402,New Bight Enterprises Company,Nassau - Arthur's Town,1,No,1,Unknown
1987-12-05,Winter,United States of America,North America,BAe 125,Scott Cable Communications,Dallas - New York,4,Yes,2,Technical failure
1987-12-06,Winter,Germany,Europe,Beechcraft 90 King Air,W. H. Hoffmann,Munich - Marl,4,No,4,Human factor
1987-12-07,Winter,United States of America,North America,Lockheed 18 LodeStar,Nicole Corporation,San Antonio - Dallas,2,Yes,0,Technical failure
1987-12-07,Winter,United States of America,North America,Mitsubishi MU-2 Marquise,Richard R. Hough,Concord - White Plains,1,Yes,0,Human factor
1987-12-07,Winter,Austria,Europe,Cessna 421B Golden Eagle II,Businessair,Budapest - Bad Vöslau,2,No,2,Human factor
1987-12-07,Winter,United States of America,North America,BAe 146,Pacific Southwest Airlines - PSA,Los Angeles – San Francisco,43,No,43,"Terrorism act, Hijacking, Sabotage"
1987-12-07,Winter,Thailand,Asia,Avro 748,Thai Airways International,,0,Yes,0,Human factor
1987-12-08,Winter,Peru,South America,Fokker F27 Friendship,Peruvian Navy - Aviación Naval,Pucallpa - Lima,43,Yes,42,Human factor
1987-12-08,Winter,Bolivia,South America,Douglas DC-3,Transportes Aéreos San Miguel - TASMI,,0,Yes,0,Unknown
1987-12-08,Winter,Papua New Guinea,Oceania,Britten-Norman Islander,Talair,,4,Yes,1,Unknown
1987-12-09,Winter,United States of America,North America,Cessna 402,Wilbur's Flight Operations,Valdez - Anchorage,5,Yes,0,Human factor
1987-12-09,Winter,India,Asia,Britten-Norman Islander,Indian Navy - Bharatiya Nau Sena,Cochin - Cochin,3,Yes,0,Technical failure
1987-12-09,Winter,Antarctica,Antarctica,Lockheed C-130 Hercules,United States Navy - USN,,13,Yes,2,Technical failure
1987-12-10,Winter,United States of America,North America,Cessna 421A Golden Eagle I,Tennessee Wings,Hilton Head - Cookeville,2,No,2,Human factor
1987-12-10,Winter,United States of America,North America,Cessna 207 Skywagon/Stationair,Bering Air,Kotzebue - Shungnak,1,No,1,Human factor
1987-12-12,Winter,New Zealand,Oceania,Fletcher FU-24,Private New Zealand,,1,No,1,Unknown
1987-12-12,Winter,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Other causes
1987-12-13,Winter,Philippines,Asia,Short 360,Philippine Airlines - PAL,Cebu City - Iligan,15,No,15,Human factor
1987-12-14,Winter,Brazil,South America,Lockheed C-130 Hercules,Brazilian Air Force - Força Aérea Brasileira,Recife – Vila dos Remédios,29,No,29,Human factor
1987-12-14,Winter,United States of America,North America,BAe Jetstream 31,Northwest Airlink,Memphis - Joplin,8,Yes,0,Human factor
1987-12-15,Winter,Papua New Guinea,Oceania,Britten-Norman Islander,Co-Air,,0,,0,Unknown
1987-12-15,Winter,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Unknown
1987-12-18,Winter,United States of America,North America,Swearingen SA226 Metro II,AVAir - Air Virginia,Newark - Washington DC,8,Yes,0,Human factor
1987-12-21,Winter,Afghanistan,Asia,Antonov AN-26,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Kabul - Bagram AFB,6,Yes,1,"Terrorism act, Hijacking, Sabotage"
1987-12-21,Winter,France,Europe,Embraer EMB-120 Brasília,Air Littoral,Brussels - Bordeaux,16,No,16,Human factor
1987-12-21,Winter,Costa Rica,Central America,Douglas DC-6,Aeronica - Aerolineas Nicaraguenses,Managua - Panama City,6,Yes,0,Technical failure
1987-12-22,Winter,United States of America,North America,Cessna 402,GP-Express Airlines,Alliance - Chadron,3,Yes,2,Human factor
1987-12-22,Winter,Australia,Oceania,Piper PA-60 Aerostar (Ted Smith 600),Private Australian,Bankstown – Coolah,2,No,2,Human factor
1987-12-23,Winter,United States of America,North America,Piper PA-31-350 Navajo Chieftain,Panorama Air Tour,Honolulu – Molokai,8,No,8,Human factor
1987-12-23,Winter,United States of America,North America,Piper PA-31-350 Navajo Chieftain,SouthCentral Air,Kenai - Anchorage,8,Yes,6,Human factor
1987-12-27,Winter,Saint-Barthélemy,Central America,Cessna 402,Niemeyer Aviation,,1,No,1,Weather
1987-12-28,Winter,United States of America,North America,Douglas DC-9,Eastern Airlines,Richmond – Atlanta – Pensacola,107,Yes,0,Human factor
1987-12-28,Winter,Ethiopia,Africa,Douglas C-47 Skytrain (DC-3),Ethiopian Airlines,,7,Yes,0,Technical failure
1987-12-28,Winter,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,Yes,0,Other causes
1987-12-29,Winter,United States of America,North America,Swearingen SA26T Merlin II,Chemical Financial Corporation,Brenham – Telluride,6,Yes,0,Human factor
1987-12-30,Winter,Indonesia,Asia,De Havilland DHC-6 Twin Otter,Merpati Nusantara Airlines - MNA,Samarinda - Berau,17,No,17,Unknown
1987-12-31,Winter,Mexico,Central America,Britten-Norman Islander,Aero Taxco,,0,,0,Unknown
1988-01-02,Winter,Turkey,Asia,Boeing 737-200,Condor Flugdienst,Stuttgart - Izmir,16,No,16,Human factor
1988-01-04,Winter,United States of America,North America,Cessna 414 Chancellor,Murray Fasken,Midland - Roswell,1,No,1,Human factor
1988-01-08,Winter,United States of America,North America,Learjet 36,Phoenix Air Group,Memphis - Monroe,2,No,2,Human factor
1988-01-08,Winter,Angola,Africa,Yakovlev Yak-40,TAAG Angola Airlines - Transportes Aéreos de Angola,,0,Yes,0,Unknown
1988-01-10,Winter,United States of America,North America,Swearingen SA226T Merlin III,American Way Service Corporation,Pontiac - Pontiac,3,No,3,Technical failure
1988-01-10,Winter,Japan,Asia,NAMC YS-11,TOA Domestic Airlines,Yonago - Osaka,52,Yes,0,Human factor
1988-01-11,Winter,United States of America,North America,Cessna 303 Crusader,Amspray Sales Corporation,Englewood - El Paso,2,No,2,Human factor
1988-01-11,Winter,United Kingdom,Europe,Vickers Viscount,British Air Ferries - BAF,,0,Yes,0,Human factor
1988-01-11,Winter,United Kingdom,Europe,Short 330,Fairflight,Southend - Biggin Hill,2,Yes,0,Human factor
1988-01-12,Winter,Canada,North America,Swearingen SA226AT Merlin IV,Air Toronto,,3,Yes,0,Unknown
1988-01-15,Winter,Switzerland,Europe,Dassault Falcon 20,Segas International,Lugano - Rome,2,Yes,0,Human factor
1988-01-18,Winter,China,Asia,Ilyushin II-18,China Southwest Airlines,Beijing - Chongqing,108,No,108,Technical failure
1988-01-18,Winter,United States of America,North America,Piper PA-31 Cheyenne,Robinson Foundry,Alexander City – Saint Louis – Quincy,4,Yes,1,Human factor
1988-01-18,Winter,United States of America,North America,BAe 125,Aero Astra,Laredo - Houston,8,Yes,1,Human factor
1988-01-18,Winter,Turkmenistan,Asia,Tupolev TU-154,Aeroflot - Russian International Airlines,Moscow – Krasnovodsk – Ashgabat,146,Yes,11,Human factor
1988-01-18,Winter,Bolivia,South America,Curtiss C-46 Commando,Empresa Transportes Aéreos - ETA,,9,No,9,Human factor
1988-01-19,Winter,United States of America,North America,Rockwell Aero Commander 500,Central Air Charter,Garden City - Wichita,1,No,1,Human factor
1988-01-19,Winter,United States of America,North America,Swearingen SA227 Metro III,Trans-Colorado Airlines - TCA,Denver - Durango,17,Yes,9,Human factor
1988-01-19,Winter,United States of America,North America,De Havilland DHC-6 Twin Otter,Mountain Air Cargo,Erie - Charlotte,1,Yes,0,Human factor
1988-01-19,Winter,Taiwan,Asia,Britten-Norman Islander,Taiwan Airlines,Taitung - Lyudao,11,Yes,10,Human factor
1988-01-21,Winter,Brazil,South America,Embraer EMB-110 Bandeirante,Transportes Aéreos Regionais da Bacia Amazônica - TABA,,13,Yes,0,Human factor
1988-01-23,Winter,Ecuador,South America,Beechcraft 200 Super King Air,Ecuadorian Air Force - Fuerza Aérea Ecuatoriana,Taura - Taura,3,No,3,Unknown
1988-01-23,Winter,Nicaragua,Central America,Douglas DC-6,Contras Air Force - Fuerza Aérea de Contras,Swan Island - Swan Island,10,Yes,9,"Terrorism act, Hijacking, Sabotage"
1988-01-24,Winter,Russia,Asia,Yakovlev Yak-40,Aeroflot - Russian International Airlines,Nizhnevartovsk - Tyumen - Bugulma,31,Yes,27,Technical failure
1988-01-25,Winter,United Kingdom,Europe,Beechcraft 90 King Air,National Airways - UK,Stansted – East Midlands,1,No,1,Human factor
1988-01-27,Winter,United States of America,North America,Cessna 411,William J. Brien,Venice - West Palm Beach,1,No,1,Technical failure
1988-01-29,Winter,France,Europe,Vickers Vanguard,Inter Cargo Services - ICS,Toulouse - Paris-Orly,4,Yes,0,Technical failure
1988-01-29,Winter,Kazakhstan,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,Yes,0,Human factor
1988-01-31,Winter,Panama,Central America,Casa 212 Aviocar,Panamanian Air Force - Fuerza Aérea Panameña,,16,No,16,Unknown
1988-02-01,Winter,United States of America,North America,Dassault Falcon 20,Nevada Flyco,Akron - Wheeling,9,Yes,0,Other causes
1988-02-02,Winter,United States of America,North America,Convair CV-580,Aspen Airways,Denver - Durango,41,Yes,0,Other causes
1988-02-03,Winter,United States of America,North America,Cessna 421A Golden Eagle I,Minuteman Aviation,Missoula - Helena,3,No,3,Human factor
1988-02-07,Winter,World,World,Beechcraft 88 Queen Air,Crown Aviation Services,Oranjestad - Santo Domingo,2,No,2,Unknown
1988-02-08,Winter,Germany,Europe,Swearingen SA227 Metro III,NFD Luftverkehrs - Nürnberger Flugdienst,Hanover - Düsseldorf,21,No,21,Weather
1988-02-08,Winter,Thailand,Asia,Douglas C-47 Skytrain (DC-3),Royal Thai Air Force - Kong Thap Akat Thai,,0,Yes,0,Unknown
1988-02-08,Winter,Angola,Africa,Boeing 707,TAAG Angola Airlines - Transportes Aéreos de Angola,,9,Yes,0,Human factor
1988-02-09,Winter,United States of America,North America,BAe Jetstream 31,Jetstream International Airlines,Dayton - Springfield,3,No,3,Human factor
1988-02-11,Winter,United States of America,North America,Cessna 425 Conquest,Interstate Farm,Atlanta - Sanford,2,Yes,1,Human factor
1988-02-11,Winter,Canada,North America,Swearingen SA226 Metro II,Air Niagara Express,Toronto - Hamilton,2,No,2,Unknown
1988-02-11,Winter,United States of America,North America,Boeing B-52 Stratofortress,United States Air Force - USAF,Castle - Castle,0,Yes,0,Unknown
1988-02-13,Winter,France,Europe,Dassault M.D.315 Flamant,Musée Aéronautique Français,Montceau-les-Mines - Montceau-les-Mines,3,No,6,Human factor
1988-02-17,Winter,Vietnam,Asia,Tupolev TU-134,Vietnam Airlines,,0,Yes,0,Unknown
1988-02-19,Winter,United States of America,North America,Piper PA-31-310 Navajo,Atlantic City Air Taxi,Norwood - Atlantic City,3,No,3,Weather
1988-02-19,Winter,United States of America,North America,Swearingen SA227 Metro III,AVAir - Air Virginia,Raleigh - Richmond,12,No,12,Human factor
1988-02-19,Winter,United States of America,North America,Rockwell Grand Commander 680,Donald McCoy,El Paso - Palm Springs,3,No,3,Human factor
1988-02-19,Winter,Mexico,Central America,Casa 212 Aviocar,Mexican Navy - Armada de México,,6,No,6,Unknown
1988-02-24,Winter,Brazil,South America,Learjet 24,Transamérica Táxi Aéreo,Rio de Contas – Macaé,6,Yes,2,Technical failure
1988-02-25,Winter,World,World,Xian H-6,Iraqi Air Force - Al Quwwat al Jawwiya al Iraqiya,,6,No,6,"Terrorism act, Hijacking, Sabotage"
1988-02-26,Winter,Russia,Asia,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,Yes,0,Unknown
1988-02-26,Winter,Ukraine,Europe,PZL-Mielec AN-2,Aeroflot - Russian International Airlines,,0,,0,Technical failure
1988-02-27,Winter,Cyprus,Europe,Boeing 727-200,Talia Airways,Istanbul - Ercan,15,No,15,Human factor
1988-02-27,Winter,Russia,Asia,Tupolev TU-134,Aeroflot - Russian International Airlines,Minsk – Kuybyshev – Tyumen – Surgut,51,Yes,20,Human factor
1988-02-27,Winter,Russia,Asia,Antonov AN-2,Aeroflot - Russian International Airlines,,0,,0,Technical failure
1988-03-01,Spring,South Africa,Africa,Embraer EMB-110 Bandeirante,Comair - South Africa,Phalaborwa – Johannesburg,17,No,17,"Terrorism act, Hijacking, Sabotage"
1988-03-03,Spring,United States of America,North America,Beechcraft E18,Midwest Executive,Springfield - Rolla,2,No,2,Human factor
1988-03-04,Spring,France,Europe,Fairchild-Hiller FH-227,Transport Aérien Transrégional - TAT,Nancy - Paris,24,No,24,Technical failure
1988-03-08,Spring,Russia,Asia,Tupolev TU-154,Aeroflot - Russian International Airlines,Irkutsk - Kurgan - Leningrad,84,Yes,9,"Terrorism act, Hijacking, Sabotage"
1988-03-08,Spring,India,Asia,Antonov AN-12,Indian Air Force - Bharatiya Vayu Sena,,9,Yes,17,Technical failure
1988-03-09,Spring,Colombia,South America,Piper PA-31-310 Navajo,Private Colombian,Bucaramanga – Bogotá,3,No,3,Unknown
1988-03-10,Spring,United States of America,North America,Beechcraft E18,Lafayette Aviation,Detroit - Fort Wayne,1,No,3,Other causes
1988-03-17,Spring,Colombia,South America,Boeing 727-100,Avianca,Bucaramanga – Cúcuta – Cartagena – Barranquilla,143,No,143,Human factor
1988-03-25,Spring,United States of America,North America,Cessna 421A Golden Eagle I,Starcraft Aviation,Kansas City - Albuquerque,2,No,2,Technical failure
1988-03-25,Spring,United States of America,North America,BAe Jetstream 31,American Eagle,Wichita Falls - Dallas,2,Yes,0,Human factor
1988-03-26,Spring,France,Europe,Piper PA-31-310 Navajo,Fontenay Air Service,Nice – Paris,8,Yes,0,Unknown
1988-03-30,Spring,Tanzania,Africa,Cessna 402,Tanzania Game Tracker Safaris,Rubondo Island – Kigoma – Arusha,5,No,5,Human factor
1988-03-31,Spring,Egypt,Africa,Douglas DC-8,Arax Airlines,Billund – Cairo – Sharjah,4,No,4,Technical failure
1988-04-01,Spring,United States of America,North America,Beechcraft H18,ACE Air Cargo Express,Cincinnati – Kansas City – Wichita,1,No,1,Human factor
1988-04-03,Spring,United States of America,North America,Piper PA-31-310 Navajo,Tanner Construction,Redding - San Jose,5,No,5,Human factor
